Season,Round,Region Number,Region Name,Seed,Score,School,School,Score,Seed,,,
2017-2018,2,4,Midwest,2,87,duke,rhode-island,62,7,,,
2017-2018,2,4,Midwest,3,53,michigan-state,syracuse,55,11,,,
2017-2018,2,4,Midwest,4,53,auburn,clemson,84,5,,,
2017-2018,3,1,South,9,61,kansas-state,kentucky,58,5,,,
2017-2018,3,1,South,7,68,nevada,loyola-(il),69,11,,,
2017-2018,3,2,West,9,75,florida-state,gonzaga,60,4,,,
2017-2018,3,2,West,7,72,texas-a&m,michigan,99,3,,,
2017-2018,3,3,East,1,90,villanova,west-virginia,78,5,,,
2017-2018,3,3,East,2,65,purdue,texas-tech,78,3,,,
2017-2018,3,4,Midwest,1,80,kansas,clemson,76,5,,,
2017-2018,3,4,Midwest,2,69,duke,syracuse,65,11,,,
2017-2018,4,1,South,9,62,kansas-state,loyola-(il),78,11,,,
2017-2018,4,2,West,9,54,florida-state,michigan,58,3,,,
2017-2018,4,3,East,1,71,villanova,texas-tech,59,3,,,
2017-2018,4,4,Midwest,1,85,kansas,duke,81,2,,,
2017-2018,5,1,Final Four,11,57,loyola-(il),michigan,69,3,,,
2017-2018,5,2,Final Four,1,95,villanova,kansas,79,1,,,
2017-2018,6,1,Championship,3,62,michigan,villanova,79,1,,,
2018-2019,1,1,East,1,85,duke,north-dakota-state,62,16,,,
2018-2019,1,1,East,2,76,michigan-state,bradley,65,15,,,
2018-2019,1,1,East,3,79,louisiana-state,yale,74,14,,,
2018-2019,1,1,East,4,66,virginia-tech,saint-louis,52,13,,,
2018-2019,1,1,East,5,76,mississippi-state,liberty,80,12,,,
2018-2019,1,1,East,6,79,maryland,belmont,77,11,,,
2018-2019,1,1,East,7,76,louisville,minnesota,86,10,,,
2018-2019,1,1,East,8,58,virginia-commonwealth,central-florida,73,9,,,
2018-2019,1,2,West,1,87,gonzaga,fairleigh-dickinson,49,16,,,
2018-2019,1,2,West,2,74,michigan,montana,55,15,,,
2018-2019,1,2,West,3,72,texas-tech,northern-kentucky,57,14,,,
2018-2019,1,2,West,4,76,florida-state,vermont,69,13,,,
2018-2019,1,2,West,5,64,marquette,murray-state,83,12,,,
2018-2019,1,2,West,6,91,buffalo,arizona-state,74,11,,,
2018-2019,1,2,West,7,61,nevada,florida,70,10,,,
2018-2019,1,2,West,8,69,syracuse,baylor,78,9,,,
2018-2019,1,3,South,1,71,virginia,gardner-webb,56,16,,,
2018-2019,1,3,South,2,77,tennessee,colgate,70,15,,,
2018-2019,1,3,South,3,61,purdue,old-dominion,48,14,,,
2018-2019,1,3,South,4,64,kansas-state,uc-irvine,70,13,,,
2018-2019,1,3,South,5,54,wisconsin,oregon,72,12,,,
2018-2019,1,3,South,6,61,villanova,saint-mary's-(ca),57,11,,,
2018-2019,1,3,South,7,72,cincinnati,iowa,79,10,,,
2018-2019,1,3,South,8,72,mississippi,oklahoma,95,9,,,
2018-2019,1,4,Midwest,1,88,north-carolina,iona,73,16,,,
2018-2019,1,4,Midwest,2,79,kentucky,abilene-christian,44,15,,,
2018-2019,1,4,Midwest,3,84,houston,georgia-state,55,14,,,
2018-2019,1,4,Midwest,4,87,kansas,northeastern,53,13,,,
2018-2019,1,4,Midwest,5,78,auburn,new-mexico-state,77,12,,,
2018-2019,1,4,Midwest,6,59,iowa-state,ohio-state,62,11,,,
2018-2019,1,4,Midwest,7,84,wofford,seton-hall,68,10,,,
2018-2019,1,4,Midwest,8,61,utah-state,washington,78,9,,,
2018-2019,2,1,South,1,77,duke,central-florida,76,9,,,
2018-2019,2,1,South,2,70,michigan-state,minnesota,50,10,,,
2018-2019,2,1,South,3,69,louisiana-state,maryland,67,6,,,
2018-2019,2,1,South,4,67,virginia-tech,liberty,58,12,,,
2018-2019,2,2,West,1,83,gonzaga,baylor,71,9,,,
2018-2019,2,2,West,2,64,michigan,florida,49,10,,,
2018-2019,2,2,West,3,78,texas-tech,buffalo,58,6,,,
2018-2019,2,2,West,4,90,florida-state,murray-state,62,12,,,
2018-2019,2,3,East,1,63,virginia,oklahoma,51,9,,,
2018-2019,2,3,East,2,83,tennessee,iowa,77,10,,,
2018-2019,2,3,East,3,87,purdue,villanova,61,6,,,
2018-2019,2,3,East,13,54,uc-irvine,oregon,73,12,,,
2018-2019,2,4,Midwest,1,81,north-carolina,washington,59,9,,,
2018-2019,2,4,Midwest,2,62,kentucky,wofford,56,7,,,
2018-2019,2,4,Midwest,3,74,houston,ohio-state,59,11,,,
2018-2019,2,4,Midwest,4,75,kansas,auburn,89,5,,,
2018-2019,3,1,South,1,75,duke,virginia-tech,73,4,,,
2018-2019,3,1,South,2,80,michigan-state,louisiana-state,63,3,,,
2018-2019,3,2,West,1,72,gonzaga,florida-state,58,4,,,
2018-2019,3,2,West,2,44,michigan,texas-tech,63,3,,,
2018-2019,3,3,East,1,53,virginia,oregon,49,12,,,
2018-2019,3,3,East,2,94,tennessee,purdue,99,3,,,
2018-2019,3,4,Midwest,1,80,north-carolina,auburn,97,5,,,
2018-2019,3,4,Midwest,2,62,kentucky,houston,58,3,,,
2018-2019,4,1,South,1,67,duke,michigan-state,68,2,,,
2018-2019,4,2,West,1,69,gonzaga,texas-tech,75,3,,,
2018-2019,4,3,East,1,80,virginia,purdue,75,3,,,
2018-2019,4,4,Midwest,5,77,auburn,kentucky,71,2,,,
2018-2019,5,1,Final Four,2,51,michigan-state,texas-tech,61,3,,,
2018-2019,5,2,Final Four,1,63,virginia,auburn,62,5,,,
2018-2019,6,1,Championship,3,77,texas-tech,virginia,85,1,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
